track_id,duration,end_of_fade_in,loudness,start_of_fade_out,tempo,genre
TRADKGW12903CC8CB9,170.37016,1.054,-9.905,170.37,121.596,3
TRANJJM128F4267B03,339.09506,0.0,-14.253,329.3,132.465,3
TRADRIH128F92D9646,290.08934,0.272,-9.344,281.391,130.091,3
TRAKQCY128F934416C,226.76853,0.0,-24.802,223.707,118.311,3
TRALCPV128F4254A68,255.39873,1.576,-18.623,247.293,121.871,3
TRANELD128F4250FCF,222.9024,0.253,-20.831,208.242,136.234,3
TRADYNL128F148FE5F,192.41751,0.26,-17.307,174.126,129.591,3
TRBGJMS12903CE5583,247.74485,0.0,-13.546,236.466,120.444,3
TRAUZOU128F4260C88,212.13995,0.183,-9.989,207.482,97.34,3
TRAFIPS128F428AF8E,109.16526,0.235,-19.736,98.081,63.334,3
TRASTMN12903CF98DB,292.04853,0.699,-14.188,276.555,167.915,3
TRAOWYT128F930D2DB,242.9122,0.252,-25.924,230.76,92.4,3
TRAOMIC128F92F2B0B,130.01098,0.316,-23.581,120.581,120.446,3
TRADWEL128E078BE94,238.28853,2.165,-11.4,228.258,138.732,3
TRALLQX12903CD838C,278.7522,0.479,-9.399,266.652,160.976,3
TRAUJEB128F4240FD4,200.12363,0.376,-18.896,185.481,118.596,3
TRAYITB128F145EF28,138.39628,0.293,-21.304,132.667,83.219,3
TRBABJK128F93330A6,345.5473,0.0,-15.525,335.099,171.99,3
TRAUDIU128F933AD92,307.80036,2.932,-17.336,291.933,68.479,3
TRABJAG128F9308636,352.57424,0.34,-13.456,336.283,95.633,3
TRAAQFC128F425ED83,235.80689,0.131,-9.716,235.807,101.03,3
TRAVEKB128F9321D0B,473.49506,0.0,-17.276,421.268,115.405,3
TRALPJJ128F9311763,325.66812,0.0,-12.861,318.375,176.18,3
TRAJLGV128F4232684,282.09587,0.0,-25.038,267.825,128.251,3
TRAFSQP128F424C04F,128.93995,0.728,-16.683,125.19,206.454,3
TRAYHUO128F42222C2,330.37016,0.0,-7.335,321.707,108.023,3
TRBHKDM128F145BD15,598.62159,5.579,-21.781,593.508,106.932,3
TRAPNQA128F1498B56,373.41995,0.462,-23.149,360.67,200.199,3
TRAQMNQ128F4250FD8,242.83383,0.0,-19.173,232.594,75.297,3
TRAZZON128F930D2DC,270.75873,0.241,-24.669,264.533,74.255,3
TRAFNVU128F932361A,175.25506,0.531,-17.186,167.056,84.894,3
TRAGOEW128F427A209,172.43383,0.932,-18.054,166.922,115.798,3
TRANCCR12903C9CF6B,103.18322,0.0,-18.276,100.92,63.621,3
TRABBTA128F933D304,338.23302,0.0,-15.672,323.111,231.867,3
TRADYKK12903D07753,274.12853,0.235,-14.157,256.546,107.412,3
TRAJLNF128F422658C,214.30812,4.383,-10.304,207.906,171.463,3
TRAGQQK128F42561AB,309.52444,0.241,-18.581,297.001,84.853,3
TRBCTSB128F931D570,231.00036,0.0,-10.841,227.706,141.508,3
TRAAWUM128F426009A,431.64689,0.738,-14.621,421.97,106.219,3
TRBBYGX12903CEF0BC,280.2673,0.508,-8.034,271.099,195.995,3
TRBESDU128F4277813,350.64118,0.113,-21.339,335.256,132.888,3
TRACJVF128F92D2DB3,156.42077,0.908,-11.459,150.291,89.995,3
TRBICPL128F9303BB0,243.43465,0.345,-8.864,227.515,216.557,3
TRAGCDN128F932855A,292.5971,2.235,-18.473,285.379,71.608,3
TRADFSY128F9309CB6,312.65914,0.183,-20.302,300.472,103.077,3
TRAIWSR128F42222BC,224.86159,0.0,-6.769,209.34,106.01,3
TRACWCG128F9344150,285.3873,3.019,-17.057,264.452,116.423,3
TRABZQU128F92ECDEF,193.35791,0.241,-10.844,189.579,137.941,3
TRALNDQ128F930DB3A,220.15955,2.392,-14.837,211.586,55.233,3
TRANNLE128E07871BF,243.1473,0.362,-21.361,219.22,93.394,3
TRANMJW128F92D944A,372.37506,2.786,-11.951,367.276,111.985,3
TRATWHC128F42644DA,197.51138,0.189,-9.825,189.544,92.643,3
TRAIUKU128F4283C82,618.23955,0.16,-13.61,607.33,131.292,3
TRBDXOD128F422C47B,1.2273,0.0,-29.106,1.227,0.0,3
TRATITX128F4245C6D,426.00444,0.0,-16.181,412.909,67.598,3
TRAJLIV128F42882D8,670.04036,0.0,-15.469,670.04,144.737,3
TRAHSTL128F931708D,265.58649,0.0,-8.723,261.149,93.001,3
TRAROHB128F145CD83,483.39546,0.571,-33.045,457.189,70.256,3
TRAPQSY12903CF53D1,277.7073,0.554,-8.238,271.755,85.009,3
TRAZVSQ12903CF4EBE,164.77995,0.646,-15.339,161.071,121.611,3
TRBFWVA128F42265AD,263.81016,0.0,-14.048,240.599,121.379,3
TRBAAOT128F4261A18,364.64281,2.241,-17.67,357.193,60.882,3
TRAKNPA128F4238BCC,295.02649,0.336,-11.878,280.944,180.191,3
TRBCPKL128F42A97A4,274.1024,0.0,-10.03,263.68,152.077,3
TRBAKNI128F4263626,463.38567,0.815,-22.226,458.49,119.092,3
TRASXOW12903CB7528,384.15628,0.149,-14.153,371.978,95.938,3
TRAWJYM12903CF5692,262.76526,0.183,-7.882,252.61,99.99,3
TRAGURD12903CF497F,227.47383,0.183,-7.884,209.74,109.963,3
TRAWRHQ128F1495E6B,157.67465,0.0,-16.892,152.689,155.792,3
TRAKFCE128F93081A9,579.13424,0.0,-17.112,579.134,140.608,3
TRASAVA128F9309D08,212.84526,0.194,-18.854,210.286,98.501,3
TRAMGZR128F429AF94,121.20771,0.166,-11.345,115.252,95.514,3
TRAMIXD128F42981CA,511.21587,2.258,-17.68,506.131,134.83,3
TRAYPEF128F421F58B,171.59791,0.427,-9.612,161.495,123.816,3
TRAZDHN12903CB7532,393.63873,0.299,-14.232,381.933,76.425,3
TRBADGD128F427D654,44.59057,0.52,-15.406,44.591,86.826,3
TRARWMG128F933667C,257.30567,0.299,-16.945,248.471,110.096,3
TRBCVWC128F4269F8B,46.00118,0.601,-17.165,46.001,118.183,3
TRAEJAC128F427FBDE,270.21016,0.142,-7.284,251.542,135.87,3
TRARATE128F92FE56A,358.89587,2.212,-5.613,351.434,123.96,3
TRABAIO128F42938F9,236.93016,1.054,-8.041,221.518,89.865,3
TRAWHKB12903C9A7E6,711.70567,0.125,-13.186,698.009,108.407,3
TRABIEL128F931E1F2,280.13669,0.148,-13.078,270.501,125.147,3
TRASKLF128F42946DE,326.60853,0.196,-14.43,313.406,131.936,3
TRAYABO128F42957C9,177.47546,0.493,-16.017,165.901,141.743,3
TRAVPYA128F92D944F,339.80036,0.496,-13.462,336.231,125.648,3
TRAAZQF128F4285BC3,252.57751,0.0,-7.605,252.577,75.955,3
TRAAQWF128F92D1AAD,286.14485,0.485,-24.597,271.946,169.775,3
TRBBGEG128F425CEDD,273.05751,0.0,-14.299,258.635,88.796,3
TRACSFC12903CEAF33,260.38812,2.003,-14.51,251.315,100.006,3
TRAEIDZ128F42658BC,266.60526,4.795,-14.818,258.67,61.018,3
TRAOSFC128F42618F6,251.76771,0.142,-6.131,248.053,138.408,3
TRAFMNM128F4251008,197.22404,0.0,-23.549,188.714,176.279,3
TRAJFCC12903CC55AD,180.00934,0.612,-10.702,173.25,146.24,4
TRAKUKL128F4295046,317.36118,0.618,-11.88,299.514,163.922,4
TRASGOE128F42328B4,254.1971,5.114,-5.764,249.243,120.01,4
TRAFFIW128F4236391,168.12363,0.138,-14.058,153.734,94.994,4
TRAERFO128F1481BBE,174.54975,0.107,-12.209,167.189,115.781,4
TRAFJVI128F428FA50,192.20853,0.0,-7.012,188.349,141.681,4
TRALERB128F4243938,318.56281,0.223,-10.11,313.162,117.766,4
TRBGNAF128F9339532,127.05914,0.165,-5.454,127.059,105.434,4
TRAIGTJ128F425D552,241.57995,0.27,-3.892,227.875,156.029,4
TRAUPSV128F427B621,207.82975,0.136,-6.399,202.664,216.023,4
TRBBHWG128F4249F32,370.75546,0.146,-8.036,365.035,219.131,4
TRBAPCS128F422C38B,207.04608,0.084,-6.61,202.24,106.689,4
TRALPHD128F428A7B1,221.64853,0.104,-6.693,213.693,206.637,4
TRABONG128EF36206F,183.43138,0.0,-9.718,180.495,85.878,4
TRARAZI128F427F3B4,209.47546,0.259,-16.079,196.836,196.52,4
TRAHZFI128F92C21D6,289.12281,0.0,-3.628,279.8,143.855,4
TRANCSE128F93044F1,409.99138,0.0,-7.936,401.125,87.054,4
TRADTQJ128F9340624,343.562,3.158,-11.947,332.806,104.521,4
TRABVAR128F421CFCB,281.41669,0.148,-5.799,276.364,197.458,4
TRAIEYP12903CEAF17,224.522,0.343,-6.648,205.276,126.291,4
TRAKFPX128F4235FEF,220.78649,0.27,-11.079,212.84,60.159,4
TRBFMFO128F421BFD4,204.85179,0.119,-6.682,186.694,126.956,4
TRAHRQI128F422BF78,214.17751,0.183,-6.453,210.483,103.548,4
TRAUKJZ128F9335412,193.802,0.0,-6.01,193.802,104.387,4
TRAQXOQ128F93228A9,189.57016,0.171,-12.485,185.765,177.281,4
TRAPHDJ128F147CA17,253.28281,0.0,-6.504,239.752,95.993,4
TRAVMUT128F92F9857,319.26812,0.231,-15.813,311.763,128.808,4
TRALAZG128F93170BF,183.64036,0.144,-12.055,170.04,123.278,4
TRAPTMB12903CDA80E,299.93751,0.0,-3.533,295.573,205.885,4
TRAAKQS128F4224DE1,192.44363,0.485,-10.229,178.66,236.006,4
TRBGXZU128F4255D4F,171.80689,0.479,-9.486,171.807,94.937,4
TRAVJDB128F93305EB,232.48934,0.195,-4.286,226.075,110.016,4
TRASPAO12903CEAF4C,177.31873,0.0,-8.404,177.319,99.494,4
TRAKCWC128F4271E34,290.08934,0.0,-7.136,283.667,153.316,4
TRAHEQC128F42153D6,279.24853,3.849,-6.213,264.806,124.008,4
TRACBRM128F425C2C3,148.00934,0.427,-13.607,144.451,112.071,4
TRAQYSF128F425D3D8,183.562,0.37,-10.295,177.331,104.055,4
TRBGNLU128F4221FF2,264.07138,0.229,-5.878,259.065,80.672,4
TRBFMZP128F1490058,162.61179,0.153,-6.419,152.317,107.741,4
TRATCOE128F145F694,232.80281,0.235,-8.573,221.739,85.772,4
TRAZAAA128F149040E,185.12934,0.38,-8.35,177.429,83.953,4
TRBATSC128F427D709,252.13342,2.479,-7.233,247.676,150.071,4
TRAOSRH12903CAE2DB,151.92771,0.0,-12.705,146.065,108.635,4
TRBDRIN128F9308ABF,267.31057,0.0,-11.947,258.659,128.48,4
TRBFFSW128F931DF21,359.65342,0.375,-4.523,356.02,99.882,4
TRASKSG12903CDA87C,335.22893,0.0,-6.39,331.674,138.367,4
TRAXMWV128F14612AB,240.3522,0.241,-5.933,228.641,89.981,4
TRAOMBK128F1495E45,413.07383,0.0,-10.999,400.178,82.815,4
TRBFJVT128F428F3B8,274.93832,0.368,-7.964,271.476,91.341,4
TRADDFC128F930EDBD,163.29098,0.332,-9.627,159.19,146.654,4
TRASIKR128F9308AD7,247.97995,0.194,-9.317,237.116,89.923,4
TRANCEY12903CF8C34,281.59955,0.156,-9.076,276.468,124.001,4
TRASYBF128F4249F28,418.53342,0.0,-7.616,394.797,105.75,4
TRAIRAL12903CCE808,280.45016,0.148,-3.087,278.03,188.502,4
TRAKDGR128F4294231,302.8371,6.037,-9.795,283.098,119.09,4
TRAPQLQ128F92DA284,196.12689,0.183,-12.209,193.347,94.815,4
TRAVEGQ128F92D94C4,179.40853,0.0,-9.546,175.624,122.405,4
TRAENOH128F933978A,262.37342,2.188,-11.291,262.373,129.047,4
TRACYHQ12903CCE804,288.83546,0.223,-2.968,286.076,200.534,4
TRBDIMX128F147A307,322.11546,0.409,-13.935,308.918,103.177,4
TRAVJXS128F931C380,288.39138,0.167,-6.311,281.519,192.021,4
TRAYSJV128F42733CE,181.86404,0.457,-8.196,174.62,112.442,4
TRAHAOP128F42AC92E,183.17016,0.27,-6.752,168.687,91.584,4
TRBDIKL128F42649B0,392.85506,0.331,-11.876,385.887,127.749,4
TRBFUPZ128F145DB81,251.61098,0.362,-13.327,242.277,106.847,4
TRAUNIH128F92F6365,340.53179,2.026,-16.265,328.197,125.262,4
TRAGGXK12903CDA84B,194.76853,0.15,-8.674,182.503,118.295,4
TRBCYYN128F4297CD5,215.2224,0.211,-10.41,202.385,98.185,4
TRAUVTO128F4297AA2,190.35383,0.183,-5.266,182.996,90.602,4
TRAXJOA128F93474E8,188.36853,0.078,-9.105,180.547,98.705,4
TRAMHFW128F4254303,292.12689,0.102,-8.491,284.909,175.43,4
TRAFJRJ128F932EC8C,211.74812,0.142,-5.184,199.848,216.196,4
TRAEFOU128F932105B,222.92853,0.0,-7.123,210.611,158.007,4
TRAXJQM128F42903F2,300.93016,0.253,-7.761,282.256,125.994,4
TRANPRZ128F92FD7B1,200.80281,0.394,-7.024,193.55,100.029,4
TRAHUCB128F930E732,200.28036,0.415,-9.437,196.261,84.81,4
TRATFXS128F93283D1,268.87791,0.372,-4.537,265.509,124.129,4
TRAGHKK128F93240D1,146.59873,0.549,-15.018,142.89,80.79,4
TRAKGWA128F9321155,218.04363,0.341,-11.689,195.245,169.105,4
TRAMXVR128F92EE43B,270.39302,0.0,-4.411,270.393,0.0,4
TRBHDJD128F4227A54,302.602,0.131,-6.572,299.561,153.251,4
TRAFHWP128F9333343,262.24281,0.218,-8.285,255.176,130.513,4
TRAWUUX128F426731A,460.48608,0.427,-6.846,451.826,90.861,4
TRAMWQG128F427BA3C,127.79057,0.113,-5.726,120.442,194.012,4
TRAGLEQ128F934055A,201.50812,0.34,-11.378,196.011,163.519,4
TRAYHSN128F427E065,143.62077,0.0,-16.21,134.571,172.326,4
TRAHLVW128F426684F,233.06404,0.253,-9.433,223.3,199.826,4
TRAGLSM128F42253BF,175.43791,0.287,-12.421,166.893,98.082,4
TRBFULU128F1486D18,181.39383,0.193,-9.735,181.394,212.401,4
TRAOXJM128F4261E07,225.17506,0.102,-7.572,222.36,90.971,4
TRBABRR128F427D982,251.03628,0.31,-8.539,241.72,136.846,4
TRAFTMA128F933A3D7,273.78893,0.328,-10.27,269.903,193.575,4
TRAJNFM128F42A625C,245.68118,0.148,-8.238,234.533,168.268,4
TRAKMUO128F4215890,263.81016,3.907,-7.06,255.28,141.22,4
TRAQLOD128F145EC9D,229.0673,0.409,-6.947,219.208,101.43,4
TRARZBR128F934715D,253.90975,0.107,-5.548,244.727,136.945,4
TRAMIOB128E078248C,221.1522,0.374,-10.381,208.904,106.955,4
TRAQMCM128F934CF43,176.5873,0.989,-10.317,169.268,103.166,4
TRBCJQW128F4253E5F,199.07873,0.113,-6.641,192.377,123.335,4
TRAZUZS128F4242F76,356.41424,0.0,-14.445,356.414,135.374,4
TRAWLYD128F42153D2,253.59628,2.746,-5.768,241.209,164.024,4
TRAFJUW128F427A988,267.67628,6.24,-10.96,260.946,176.349,4
TRBFAHS128F42804D6,161.93261,0.0,-7.8,156.357,98.713,4
TRAPVBP128F9308A86,263.6273,2.188,-15.182,254.729,137.486,4
TRABPJW128F147295E,216.86812,0.195,-13.774,206.954,179.575,4
TRAUZFR128F93381F4,137.482,0.52,-16.469,134.223,148.046,4
TRABNQN128F4271546,263.6273,0.409,-7.711,257.051,179.502,4
TRBCYHR128EF36208A,122.06975,0.0,-9.15,117.075,45.683,4
TRADGLP128F427A172,210.05016,0.554,-6.107,194.833,127.803,4
TRAMWOH12903CA8BA0,252.02893,0.345,-17.225,237.215,149.039,4
TRBCYJG128F93283CB,243.61751,0.363,-3.628,240.565,136.7,4
TRAXDFA128F427CCE7,254.40608,0.142,-4.201,251.728,99.968,4
TRBFVZZ128F92FD7B5,249.52118,0.061,-5.951,244.402,98.998,4
TRAUWIE128F92F6064,253.43955,0.0,-7.773,246.712,143.86,4
TRAEQTU12903CC55A2,178.46812,0.583,-13.805,170.44,179.587,4
TRADYJM128F427E05B,355.29098,0.422,-16.136,346.993,105.025,4
TRBHEQY128F4275F54,207.98649,0.334,-8.974,201.7,160.67,4
TRBDIPI128F4279185,182.41261,0.449,-15.716,170.98,99.352,4
TRAAADZ128F9348C2E,177.47546,0.282,-9.689,172.304,100.07,4
TRBESEX128F147BB13,279.53587,0.119,-5.852,276.544,129.962,4
TRBFGFF12903CF4183,164.33587,0.34,-6.231,156.52,105.976,4
TRBCWZZ128F930EDB0,202.34404,0.345,-8.622,198.246,101.438,4
TRANKYM128F428B7A4,218.67057,0.0,-6.505,209.676,109.35,4
TRANNES128F4277849,268.042,0.0,-5.801,255.652,202.153,4
TRBFVRE12903CC70CA,236.77342,0.0,-4.548,236.773,122.645,4
TRBADGN128F42AA534,207.62077,0.313,-5.116,188.575,96.002,4
TRAOJED128F42361E6,189.88363,0.427,-8.445,185.429,106.449,4
TRACMJP128F9349362,305.65832,0.125,-18.713,297.802,105.813,4
TRAKRHU128F92E7AA6,244.74077,0.201,-10.05,236.954,91.871,4
TRATOHB128F930270D,420.62322,0.0,-9.514,417.599,200.039,4
TRACFXL128F930B28B,307.35628,0.288,-7.769,295.753,135.982,4
TRATDDM128F93417AF,205.06077,0.0,-6.203,205.061,91.699,4
TRBBVYO128F146AEDC,261.32853,0.38,-13.435,256.139,88.947,4
TRAZNLT128F4264189,247.01342,0.759,-13.47,237.755,76.449,4
TRAUTAI128F4275F53,216.31955,0.264,-8.88,206.669,100.252,4
TRAIIRK128F934E1C0,203.20608,0.212,-9.062,196.627,97.667,4
TRAHNKH128F93426EC,278.17751,0.0,-3.638,271.906,62.78,4
TRBDGLL128F9343CD1,137.06404,0.27,-4.695,125.457,118.776,4
TRAOAPT128F426041F,209.10975,0.122,-8.28,190.845,107.233,4
TRAEHTT128F9303492,189.57016,0.16,-8.888,184.442,98.063,4
TRBIEHQ12903CB66CE,242.59873,0.0,-7.956,242.599,96.978,4
TRAJJIG128F1474EF0,249.25995,0.0,-6.57,242.486,115.005,4
TRAXHQZ128F4278712,212.61016,0.161,-7.111,207.697,123.149,4
TRANYAR12903CFF59B,239.46404,0.343,-10.511,227.451,138.561,4
TRAJFHV128F4274FC0,223.60771,0.229,-6.804,214.013,98.501,4
TRASRJQ128F9335405,156.47302,0.404,-9.059,149.031,119.949,4
TRADABC128F4274FCC,195.5522,0.147,-6.675,190.346,196.137,4
TRBGUUF128F9334B97,271.64689,0.0,-7.537,267.865,192.417,4
TRAREAP12903D09025,168.30649,0.0,-8.631,168.306,101.345,4
TRAEHTU128F93353E5,204.66893,0.252,-7.787,198.687,189.758,4
TRBCQWN12903CDA7EC,174.10567,0.0,-8.192,174.106,125.028,4
TRAKGCJ128F145D675,223.05914,0.29,-10.566,218.865,171.849,4
TRBBPSX128F93332EE,112.90077,0.16,-17.548,104.867,132.358,4
TRAQRSK128F4279043,274.99057,4.452,-13.592,263.657,93.008,4
TRAMYHK128F9348112,265.92608,0.374,-14.612,258.978,116.629,4
TRAUSQP128F4230490,242.75546,0.223,-8.588,237.621,84.751,4
TRADMAJ128F92F566E,239.67302,0.345,-3.593,233.146,99.995,4
TRAAFMS128F933AB23,246.69995,0.322,-9.603,224.049,112.903,4
TRBDKQX12903CAE132,188.65587,0.334,-10.449,177.093,110.411,4
TRASNJX128F4230E5E,223.60771,0.345,-8.436,215.679,103.198,4
TRAWLRK128F930F89B,169.82159,0.316,-8.985,166.847,97.874,4
TRAAILM128F93480BB,238.68036,0.386,-12.991,230.742,125.508,4
TRBGTPL128E0783C11,199.36608,0.229,-7.434,195.21,161.979,4
TRBDYKO128F423829E,152.31955,0.0,-14.02,145.043,116.045,4
TRBCKEI128F92FE542,242.9122,0.0,-25.63,224.624,145.099,4
TRAPIPG128F42521C6,213.41995,2.113,-6.04,208.155,88.772,4
TRAGEXW128F427A405,324.91057,0.0,-4.442,320.575,174.554,4
TRAZLHI128F427A408,329.97832,0.0,-5.569,326.049,203.419,4
TRAOMVL128F14662F1,198.45179,0.607,-10.333,190.508,104.795,4
TRAVLNW128F4272F05,229.32853,2.392,-7.973,222.61,99.984,4
TRAWRWK128F4260B37,230.47791,0.0,-14.743,218.976,123.871,4
TRACVWI12903CA6A82,160.70485,0.0,-19.376,152.23,123.049,4
TRAKQHM128F92FFDCA,171.04934,0.183,-8.368,167.828,120.03,4
TRADYAX128F1475721,208.66567,0.171,-7.705,193.567,120.064,4
TRAIAIH128F9308AC7,199.54893,0.229,-5.585,195.965,140.186,4
TRBBEEP128F147F1BF,173.08689,0.181,-3.39,165.036,90.645,4
TRAZBYT128F93351CF,189.88363,0.0,-6.393,181.621,114.72,4
TRAHCNT128EF360EFD,150.12526,0.0,-10.601,146.013,109.518,4
TRAWKJD128F9333178,276.97587,6.693,-13.948,270.698,51.477,4
TRATNYK128F428F2D9,271.25506,0.138,-4.561,264.435,177.255,4
TRAWIGT128F427448E,195.73506,2.995,-4.939,191.64,90.545,4
TRBECST12903CDC40B,174.81098,0.0,-9.315,170.945,110.065,4
TRBHMMC128F424991B,247.14404,0.363,-6.276,242.608,126.855,4
TRAFIGU12903CC70C2,214.09914,0.0,-4.678,214.099,113.966,4
TRASXGY128F92C9FC1,183.35302,0.15,-13.266,175.897,116.862,4
TRAYNMC128F422E633,235.93751,0.27,-6.139,230.162,92.884,4
TRADJVN128F42AC93D,252.78649,0.0,-5.896,245.923,91.008,4
TRBEJCS128F4249EA2,170.23955,0.0,-8.714,165.169,119.693,4
TRBHHFG128F93353FE,181.62893,0.624,-7.163,177.65,102.155,4
TRAFFCC128F9348D0D,171.2322,0.16,-11.101,168.275,114.045,4
TRAHSWZ128F9332296,269.26975,3.495,-6.071,262.397,165.346,4
TRARFAV128F428B7B2,24.34567,0.0,-21.978,24.346,142.453,4
TRBAGVS128F93128E2,132.85832,0.316,-7.029,129.689,155.062,4
TRANJWP128F428560C,195.83955,0.165,-12.359,190.758,142.869,4
TRAUSBV128F9344D08,162.84689,0.0,-9.785,162.847,121.988,4
TRAIGYC128F93474E4,183.17016,0.0,-8.579,175.38,159.036,4
TRBDMFL128F145F691,207.93424,0.293,-4.8,201.996,101.947,4
TRAATMY128F9334DAC,239.01995,0.187,-10.274,230.545,106.398,4
TRASRYK128F4249EA1,176.69179,0.0,-9.604,173.976,121.658,4
TRATXHO128F9338653,134.3473,0.0,-9.182,126.491,103.755,4
TRARODD128F4225D3F,230.00771,0.247,-6.564,225.599,108.292,4
TRBIELT128F93381E6,185.73016,0.705,-17.45,182.184,181.239,4
TRBEHBS128F4233471,213.7073,0.324,-7.754,196.423,112.051,4
TRBGSVD12903CDA8B8,334.52363,0.172,-10.401,327.982,107.329,4
TRBGYTF128F422F519,264.61995,0.253,-5.0,260.539,109.896,4
TRBDWCU128F4223233,297.79546,0.229,-5.579,291.765,54.192,4
TRAXCID12903CDC00D,398.15791,0.218,-5.334,392.632,129.974,5
TRAPNQZ128F145B04E,149.89016,0.496,-10.623,140.661,131.01,5
TRAGZCW128EF34B85B,285.67465,0.125,-10.084,277.972,130.042,5
TRAVKJJ128F424DA32,291.97016,0.45,-25.342,283.562,64.011,5
TRACSIE128F427F98E,275.69587,1.46,-6.518,269.328,80.979,5
TRBABQW128F148C7FB,308.45342,0.0,-11.082,300.066,168.932,5
TRBCIRO128F42B0277,236.95628,0.287,-3.924,227.637,139.99,5
TRAOMDT12903CF73C3,269.63546,0.121,-8.425,264.104,151.945,5
TRAILLW128F4278C90,231.00036,0.769,-13.691,209.717,139.98,5
TRAHBMV12903D0553D,150.46485,0.357,-9.6,147.714,111.555,5
TRBBXLI128F931BC58,216.58077,0.154,-7.91,208.138,121.687,5
TRALHUV128F92CBAFB,271.09832,0.0,-5.928,271.098,112.352,5
TRAJZWM128F4262BBD,172.38159,2.409,-12.409,172.382,127.275,5
TRARFQL128F931E523,263.05261,0.0,-6.502,263.053,129.997,5
TRACXYU128F425EEE8,238.44526,4.905,-11.258,226.186,88.018,5
TRABPGO128F931B50C,174.81098,0.154,-3.235,169.558,86.62,5
TRAYWLI128F9300223,280.00608,0.154,-7.787,268.225,167.997,5
TRBIBLJ12903CCF436,269.58322,0.198,-3.579,259.802,121.948,5
TRACFDC128F147F1C6,171.80689,0.168,-4.134,167.869,167.954,5
TRBEFFA128F930F017,208.09098,0.0,-5.637,200.812,133.994,5
TRAQNHD128F42438E2,183.11791,0.137,-5.184,179.119,95.924,5
TRAEFPN128F930BD07,246.69995,0.229,-9.76,240.878,172.061,5
TRAVUPN128F93408D6,185.57342,3.187,-14.313,182.52,38.337,5
TRAZACV128F426983D,261.8771,0.0,-7.968,261.877,125.344,5
TRBBRJN128F425C040,151.09179,4.528,-7.246,144.817,98.733,5
TRABQLO128EF34E48A,149.49832,0.0,-15.148,141.497,109.702,5
TRBBOPX12903D106F7,125.70077,0.0,-9.361,119.513,92.975,5
TRAKCAE128F92DACD8,197.25016,0.0,-12.472,186.903,134.237,5
TRAJXGX12903D077EC,222.04036,0.364,-11.607,206.582,144.975,5
TRAJXQL128F428CAF0,249.49506,2.572,-12.005,236.397,206.02,5
TRAZWGK128F93141E3,243.33016,0.967,-11.323,238.91,86.499,5
TRAIQKO128F92E5970,258.08934,0.218,-9.38,252.604,83.73,5
TRATGOC12903CC5BE2,324.46649,13.955,-14.241,298.609,134.123,5
TRAHKLC12903CC632E,223.03302,0.165,-5.939,219.847,107.199,5
TRAPDNS128F425F97E,142.91546,3.228,-10.592,133.126,130.196,5
TRATDIZ128F4242796,255.39873,0.2,-5.635,251.669,152.001,5
TRBFHSR128F1472A36,355.73506,2.74,-9.306,342.808,113.142,5
TRANXKN128F1485A3F,250.69669,0.0,-7.41,228.368,147.871,5
TRAKSPS128F933B3D9,252.86485,0.357,-8.328,243.908,241.892,5
TRBFWXD128E0780DBB,237.94893,2.995,-6.519,222.314,136.957,5
TRAWAXV128F92E075C,512.78322,2.664,-8.575,505.655,95.002,5
TRAIJVO128F145EB53,261.45914,0.131,-5.228,248.93,131.98,5
TRAHOSA128EF34B865,301.24363,2.485,-7.016,292.838,105.157,5
TRATCLI128F422BCF8,255.76444,0.334,-9.81,245.104,142.196,5
TRAWCLF128F92F48C4,243.59138,3.077,-12.5,236.304,143.143,5
TRBEOIU128F4296D36,129.77587,0.428,-15.788,124.093,108.333,5
TRBESWC128EF34B859,222.32771,0.328,-6.611,210.088,88.024,5
TRAZSBF128F933BBCA,278.12526,0.107,-10.032,247.229,209.384,5
TRAYDZS128F4288459,248.99873,0.0,-7.622,241.162,120.055,5
TRAPZTV128F92CAA4E,466.05016,0.293,-6.593,454.246,84.1,5
TRARRJL128F92DED0E,252.99546,0.514,-11.061,241.424,80.084,5
TRAKJNX128F92CF428,208.95302,1.001,-5.93,199.082,91.02,5
TRASYZS128F4275671,214.282,0.253,-8.52,205.311,138.279,5
TRBBXSE128F42798F6,301.19138,2.606,-7.488,288.729,95.929,5
TRAODGF128F92F3FF9,530.12853,0.189,-5.432,517.613,130.012,5
TRAYZWQ128F42752A8,189.90975,0.0,-12.693,171.114,137.258,5
TRBAOQY12903CDBC76,140.12036,0.183,-15.234,136.464,88.858,5
TRAGSQU128F145693D,199.31383,0.0,-3.246,196.4,116.04,5
TRBALLT128F4297655,213.26322,0.0,-3.238,189.922,142.431,5
TRAAHMO128F92DE7C9,177.81506,0.554,-12.004,167.48,85.621,5
TRAYQLF128F933B4EF,199.6273,0.061,-6.194,192.935,127.908,5
TRAAMYQ128F148B753,143.0722,0.32,-15.351,133.724,99.408,5
TRBHKCL128F425A036,308.76689,6.647,-7.255,292.275,223.617,5
TRAEZFJ128F422A5C0,225.20118,0.104,-3.198,219.649,142.946,5
TRBHXIS128F930BCED,156.02893,0.0,-7.943,152.648,169.333,5
TRALWXA128F4270DF3,368.06485,0.154,-12.1,354.133,123.795,5
TRADRJK128E078F041,259.76118,0.0,-10.175,253.806,137.342,5
TRACAKD128F92D5D38,230.63465,0.259,-5.953,218.273,135.914,5
TRAAJEK128F422F55A,193.4624,2.717,-5.913,184.274,119.979,5
